vphone_ad,year,unit_code,street_ad,scity_ad,state_ad,szip_ad,type_cd,closed_ind,new_ind,super_nm,category_cd,url_ad,grade_range_cd,calendar_type_txt,sna_pgm_type_cd,cover_letter_ad,school_type_txt,calendar_only_txt,title1_type_cd,clp_ind,focus_clp_ind,summer_program_ind,asm_no_spg_ind,no_data_spg_ind,Lea_Name,School_Name,State_Name,esea_status,student_num,lea_avg_student_num,st_avg_student_num,Grad_project_status,stem,url,Latitude,Longitude,D_D_E_F_G,Street number,Street,City,State,Country,Zip,Address components
(910)439-6191,2017,620340,147 Warrior Drive,Mount Gilead,NC,27306,P,0,0,,H,http://montgomery.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,https://www.montgomery.k12.nc.us/Page/7884,Regular School,Traditional Calendar,,,Y,,,,Montgomery County Schools,West Montgomery High,State Of North Carolina,,536,573,853,N,,35.2966485,-79.9601527,147 Warrior Drive Mount Gilead NC 27306,147,Warrior Drive,Mount Gilead,North Carolina,United States,27306,"147, Warrior Drive, Mount Gilead, Mount Gilead, Montgomery County, North Carolina, United States, 27306"
(910)464-3105,2017,630332,1504 North Moore Rd,Robbins,NC,27325,P,0,0,,H,http://www.ncmcs.org/nmhs,12-Sep,Regular School, Traditional Calendar,R,https://www.ncmcs.org/SchoolReportCards,Regular School,Traditional Calendar,,,,Y,,,Moore County Schools,North Moore High,State Of North Carolina,,562,1325,853,N,,35.467586,-79.553745,1504 North Moore Rd Robbins NC 27325,1504,North Moore Road,Robbins,North Carolina,United States,27325,"1504, North Moore Road, Robbins, 4, Ritter, Moore County, North Carolina, United States, 27325, 8259"
(910)692-6554,2017,630336,250 Voit Gilmore Lane,Southern Pines,NC,28387,P,0,0,,H,http://www.ncmcs.org/pchs,12-Sep,Regular School, Traditional Calendar,R,https://www.ncmcs.org/SchoolReportCards,Regular School,Traditional Calendar,,,,,,,Moore County Schools,Pinecrest High,State Of North Carolina,,2106,1325,853,N,,35.184817,-79.4348009,250 Voit Gilmore Lane Southern Pines NC 28387,250,Voit Gilmore Lane,Southern Pines,North Carolina,United States,28387,"250, Voit Gilmore Lane, Southern Pines, 7, McNeill, Moore County, North Carolina, United States, 28387, 4332"
(910)947-5511,2017,630360,1981 Union Church Rd,Cameron,NC,28326,P,0,0,,H,http://www.ncmcs.org/uphs,12-Sep,Regular School, Traditional Calendar,R,https://www.ncmcs.org/SchoolReportCards,Regular School,Traditional Calendar,,,,Y,,,Moore County Schools,Union Pines High,State Of North Carolina,,1308,1325,853,N,,35.317963,-79.347126,1981 Union Church Rd Cameron NC 28326,1981,Union Church Road,Cameron,North Carolina,United States,28326,"1981, Union Church Road, Cameron, 1, Carthage, Moore County, North Carolina, United States, 28326"
(252)451-2860,2017,640346,4279 Nash Central High Road,Rocky Mount,NC,27804,P,0,0,,H,http://www.nrms.schoolwires.net/nchs,12-Sep,Regular School, Traditional Calendar,R,https://www.nrms.k12.nc.us/Page/2389,Regular School,Traditional Calendar,,,,,,,Nash-Rocky Mount Schools,Nash Central High,State Of North Carolina,,1016,937,853,N,,35.9553937,-77.8959201,4279 Nash Central High Road Rocky Mount NC 27804,4279,Nash Central High Road,Rocky Mount,North Carolina,United States,27804,"4279, Nash Central High Road, Rocky Mount, Oak Level, Nash County, North Carolina, United States, 27804, 8327"
(252)451-2890,2017,640347,530 North Old Carriage Road,Rocky Mount,NC,27804,P,0,0,,H,http://www.nrms.schoolwires.net/echs,13-Sep,Regular School, Traditional Calendar,R,https://www.nrms.k12.nc.us/Page/2389,Regular School,Traditional Calendar,,,,,,,Nash-Rocky Mount Schools,NRM Early College High School,State Of North Carolina,,271,937,853,N,,35.9853499,-77.901868,530 North Old Carriage Road Rocky Mount NC 27804,530,North Old Carriage Road,Rocky Mount,North Carolina,United States,27804,"530, North Old Carriage Road, Rocky Mount, Oak Level, Nash County, North Carolina, United States, 27804, 9720"
(252)937-9040,2017,640350,4230 Green Hills Road,Rocky Mount,NC,27804,P,0,0,,H,http://www.nrms.schoolwires.net/nnhs,12-Sep,Regular School, Traditional Calendar,R,https://www.nrms.k12.nc.us/Page/2389,Regular School,Traditional Calendar,,,,,,,Nash-Rocky Mount Schools,Northern Nash High,State Of North Carolina,,1102,937,853,N,,35.998602,-77.892535,4230 Green Hills Road Rocky Mount NC 27804,4230,Green Hills Road,Rocky Mount,North Carolina,United States,27804,"4230, Green Hills Road, Rocky Mount, Stony Creek, Nash County, North Carolina, United States, 27804, 7922"
(252)937-9050,2017,640361,1400 Bethlehem Road,Rocky Mount,NC,27803,P,0,0,,H,http://www.nrms.schoolwires.net/rmhs,12-Sep,Regular School, Traditional Calendar,R,https://www.nrms.k12.nc.us/Page/2389,Regular School,Traditional Calendar,,,,,,,Nash-Rocky Mount Schools,Rocky Mount High,State Of North Carolina,,1222,937,853,N,,35.939355,-77.8357419,1400 Bethlehem Road Rocky Mount NC 27803,1400,Bethlehem Road,Rocky Mount,North Carolina,United States,27803,"1400, Bethlehem Road, Rocky Mount, Stony Creek, Nash County, North Carolina, United States, 27803, 2203"
(252)451-8520,2017,640364,6446 Southern Nash High Road,Bailey,NC,27807,P,0,0,,H,http://www.nrms.schoolwires.net/snhs,12-Sep,Regular School, Traditional Calendar,R,https://www.nrms.k12.nc.us/Page/2389,Regular School,Traditional Calendar,,,,,,,Nash-Rocky Mount Schools,Southern Nash High,State Of North Carolina,,1076,937,853,N,,35.8491918,-78.0860508,6446 Southern Nash High Road Bailey NC 27807,6446,Southern Nash High Road,Bailey,North Carolina,United States,27807,"6446, Southern Nash High Road, Bailey, Jackson, Nash County, North Carolina, United States, 27807"
(910)350-2089,2017,650326,2700 N College Rd,Wilmington,NC,28405,P,0,0,,H,http://www.nhcs.k12.nc.us/laney,12-Sep,Regular School, Traditional Calendar,R,http://www.nhcs.net/srcwelcome/letter.html,Regular School,Traditional Calendar,,,,,,,New Hanover County Schools,Emsley A Laney High,State Of North Carolina,,2229,1153,853,Y,,34.297823,-77.871969,2700 N College Rd Wilmington NC 28405,2700,North College Road,Wilmington,North Carolina,United States,28405,"2700, North College Road, Wilmington, Cape Fear, New Hanover County, North Carolina, United States, 28405, 8816"
(910)790-2360,2017,650327,555 Halyburton Memorial Parkwy,Wilmington,NC,28412,P,0,0,,H,http://www.nhcs.k12.nc.us/ashley/,12-Sep,Regular School, Traditional Calendar,R,http://www.nhcs.net/srcwelcome/letter.html,Regular School,Traditional Calendar,,,,,,,New Hanover County Schools,Eugene Ashley High,State Of North Carolina,,1906,1153,853,Y,,34.1005137,-77.9110479,555 Halyburton Memorial Parkwy Wilmington NC 28412,555,Halyburton Memorial Parkway,Wilmington,North Carolina,United States,28412,"555, Halyburton Memorial Parkway, Wilmington, Federal Point, New Hanover County, North Carolina, United States, 28412, 3094"
(910)350-1387,2017,650340,630 MacMillan Avenue,Wilmington,NC,28403,P,0,0,,H,,12-Sep,Regular School, Traditional Calendar,R,http://www.nhcs.net/srcwelcome/letter.html,Regular School,Traditional Calendar,,,,,,,New Hanover County Schools,Isaac M Bear Early College High School,State Of North Carolina,,226,1153,853,Y,,34.2204535,-77.8811648,630 MacMillan Avenue Wilmington NC 28403,630,MacMillan Avenue,Wilmington,North Carolina,United States,28403,"630, MacMillan Avenue, Wilmington, Wilmington, New Hanover County, North Carolina, United States, 28403"
(910)350-2072,2017,650342,4305 Shipyard Blvd,Wilmington,NC,28403,P,0,0,,H,http://www.nhcs.k12.nc.us/hoggard,12-Sep,Regular School, Traditional Calendar,R,http://www.nhcs.net/srcwelcome/letter.html,Regular School,Traditional Calendar,,,,,,,New Hanover County Schools,John T Hoggard High,State Of North Carolina,,1811,1153,853,Y,,34.1998549,-77.8921411,4305 Shipyard Blvd Wilmington NC 28403,4305,Shipyard Boulevard,Wilmington,North Carolina,United States,28403,"4305, Shipyard Boulevard, Wilmington, Wilmington, New Hanover County, North Carolina, United States, 28403, 6160"
(910)251-6100,2017,650352,1307 Market St,Wilmington,NC,28401,P,0,0,,H,http://www.nhcs.k12.nc.us/nhhs,12-Sep,Regular School, Traditional Calendar,R,http://www.nhcs.net/srcwelcome/letter.html,Regular School,Traditional Calendar,,Y,,,,,New Hanover County Schools,New Hanover High,State Of North Carolina,,1589,1153,853,Y,,34.2373594,-77.9323226,1307 Market St Wilmington NC 28401,1307,Market Street,Wilmington,North Carolina,United States,28401,"1307, Market Street, Wilmington, Wilmington, New Hanover County, North Carolina, United States, 28401, 4331"
(910)362-7789,2017,650394,4500 Blue Clay Rd, WECHS Bldg.ND122,Castle Hayne,NC,28429,P,0,0,,H,http://www.nhcs.k12.nc.us/wechs/,13-Sep,Regular School, Traditional Calendar,R,http://www.nhcs.net/srcwelcome/letter.html,Regular School,Traditional Calendar,,,,,,New Hanover County Schools,Wilmington Early College High,State Of North Carolina,,228,1153,853,Y,,34.3228604,-77.8801909,4500 Blue Clay Rd  WECHS Bldg.ND122 Castle Hayne NC,4500,Blue Clay Road,Castle Hayne,North Carolina,United States,28429,"234, 4500, Blue Clay Road, Castle Hayne, Cape Fear, New Hanover County, North Carolina, United States, 28429"
(252)537-1910,2017,660336,152 Hurricane Drive,Gaston,NC,27832,P,0,0,,H,http://northamptonhigh.sharpschool.com/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,Y,Y,,Y,,,Northampton County Schools,Northampton County High School,State Of North Carolina,,395,232,853,Y,,36.5108559,-77.652447,152 Hurricane Drive Gaston NC 27832,152,Hurricane Drive,Gaston,North Carolina,United States,27832,"152, Hurricane Drive, Gaston, Gaston, Northampton County, North Carolina, United States, 27832, 9684"
(252)537-2877,2017,660400,4671 NC 46 HWY West,Gaston,NC,27832,P,0,0,,H,,11-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Northampton County Schools,Northampton Early College,State Of North Carolina,,68,232,853,,,36.504626,-77.665898,4671 NC 46 HWY West Gaston NC 27832,4671,North Carolina 46,Gaston,North Carolina,United States,27832,"4671, North Carolina 46, Gaston, Gaston, Northampton County, North Carolina, United States, 27832, 9108"
(910)347-2958,2017,670320,160 Dixon School Rd,Holly Ridge,NC,28445,P,0,0,,H,http://dixon.nc.och.schoolinsites.com/,12-Sep,Regular School, Traditional Calendar,R,http://www2.onslow.k12.nc.us/srcwelcome/SRCWelcome.htm,Regular School,Traditional Calendar,,,,Y,,,Onslow County Schools,Dixon High,State Of North Carolina,,868,1019,853,Y,,34.5846325,-77.4799947,160 Dixon School Rd Holly Ridge NC 28445,160,Dixon School Road,Holly Ridge,North Carolina,United States,28445,"160, Dixon School Road, Holly Ridge, Stump Sound, Onslow County, North Carolina, United States, 28445, 7759"
(910)989-2048,2017,670324,1021 Henderson Dr,Jacksonville,NC,28540,P,0,0,,H,http://jhs.ncfreedom.com,12-Sep,Regular School, Traditional Calendar,R,http://www2.onslow.k12.nc.us/srcwelcome/SRCWelcome.htm,Regular School,Traditional Calendar,,,,Y,,,Onslow County Schools,Jacksonville High,State Of North Carolina,,1330,1019,853,Y,,34.7836351,-77.425957,1021 Henderson Dr Jacksonville NC 28540,1021,Henderson Drive,Jacksonville,North Carolina,United States,28540,"1021, Henderson Drive, Jacksonville, Jacksonville, Onslow County, North Carolina, United States, 28540"
(910)455-4868,2017,670333,365 Commons Drive South,Jacksonville,NC,28546,P,0,0,,H,http://www.northsidemonarchs.org/,12-Sep,Regular School, Traditional Calendar,R,http://www2.onslow.k12.nc.us/srcwelcome/SRCWelcome.htm,Regular School,Traditional Calendar,,,,Y,,,Onslow County Schools,Northside High, Jacksonville,State Of North Carolina,1178,1019,853,Y,,34.7915317,-77.3887867,365 Commons Drive South Jacksonville NC 28546,365,Commons Drive South,Jacksonville,North Carolina,United States,28546,"365, Commons Drive South, Jacksonville, Jacksonville, Onslow County, North Carolina, United States, 28546, 6107"
(910)324-4191,2017,670340,8100 Richlands Hwy,Richlands,NC,28574,P,0,0,,H,http://www.northcarolina.ihigh.com/richlandswildcats/,12-Sep,Regular School, Traditional Calendar,R,http://www2.onslow.k12.nc.us/srcwelcome/SRCWelcome.htm,Regular School,Traditional Calendar,,,,Y,,,Onslow County Schools,Richlands High,State Of North Carolina,,917,1019,853,Y,,34.8917066,-77.5440289,8100 Richlands Hwy Richlands NC 28574,8100,Richlands Highway,Richlands,North Carolina,United States,28574,"8100, Richlands Highway, Richlands, Richlands, Onslow County, North Carolina, United States, 28574"
(910)455-4888,2017,670344,1420 Burgaw Hwy,Jacksonville,NC,28540,P,0,0,,H,,12-Sep,Regular School, Traditional Calendar,R,http://www2.onslow.k12.nc.us/srcwelcome/SRCWelcome.htm,Regular School,Traditional Calendar,,,,Y,,,Onslow County Schools,Southwest High,State Of North Carolina,,729,1019,853,Y,,34.7501974,-77.4826176,1420 Burgaw Hwy Jacksonville NC 28540,1420,Burgaw Highway,Jacksonville,North Carolina,United States,28540,"1420, Burgaw Highway, Jacksonville, Jacksonville, Onslow County, North Carolina, United States, 28540, 7930"
(910)326-4300,2017,670352,161 Queens Creek Rd,Swansboro,NC,28584,P,0,0,,H,,12-Sep,Regular School, Traditional Calendar,R,http://www2.onslow.k12.nc.us/srcwelcome/SRCWelcome.htm,Regular School,Traditional Calendar,,,,Y,,,Onslow County Schools,Swansboro High,State Of North Carolina,,1085,1019,853,Y,,34.6997616,-77.1542979,161 Queens Creek Rd Swansboro NC 28584,161,Queens Creek Road,Swansboro,North Carolina,United States,28584,"161, Queens Creek Road, Swansboro, Swansboro, Onslow County, North Carolina, United States, 28584, 8496"
(910)455-1541,2017,670364,1001 Piney Green Rd,Jacksonville,NC,28546,P,0,0,,H,http://www.geocities.com/wohsviks/wohsfrm.html,12-Sep,Regular School, Traditional Calendar,R,http://www2.onslow.k12.nc.us/srcwelcome/SRCWelcome.htm,Regular School,Traditional Calendar,,,,Y,,,Onslow County Schools,White Oak High,State Of North Carolina,,1026,1019,853,Y,,34.7691738,-77.3487854,1001 Piney Green Rd Jacksonville NC 28546,1001,Piney Green Road,Jacksonville,North Carolina,United States,28546,"1001, Piney Green Road, Jacksonville, White Oak, Onslow County, North Carolina, United States, 28546, 8522"
(919)245-4000,2017,680310,1125 New Grady Brown Sch Rd,Hillsborough,NC,27278,P,0,0,,H,http://www.orange.k12.nc.us/crhs/default.htm,12-Sep,Regular School, Traditional Calendar,R,http://www.orangecountyfirst.com/content/report-card-snapshot,Regular School,Traditional Calendar,,,,,,,Orange County Schools,Cedar Ridge High,State Of North Carolina,,1137,803,853,N,,36.0535062,-79.1264455,1125 New Grady Brown Sch Rd Hillsborough NC 27278,1125,New Grady Brown School Road,Hillsborough,North Carolina,United States,27278,"1125, New Grady Brown School Road, Hillsborough, Hillsborough, Orange County, North Carolina, United States, 27278, 9688"
(919)732-6133,2017,680332,500 Orange High Rd,Hillsborough,NC,27278,P,0,0,,H,http://www.orange.k12.nc.us/OHS/,12-Sep,Regular School, Traditional Calendar,R,http://www.orangecountyfirst.com/content/report-card-snapshot,Regular School,Traditional Calendar,,,,Y,,,Orange County Schools,Orange High,State Of North Carolina,,1237,803,853,N,,36.0922909,-79.0930352,500 Orange High Rd Hillsborough NC 27278,500,Orange High School Road,Hillsborough,North Carolina,United States,27278,"500, Orange High School Road, Hillsborough, Hillsborough, Orange County, North Carolina, United States, 27278, 8415"
(919)918-2200,2017,681305,201 Rock Haven Rd,Carrboro,NC,27510,P,0,0,,H,http://chs.chccs.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Chapel Hill-Carrboro Schools,Carrboro High,State Of North Carolina,,816,927,853,N,,35.8917753,-79.085512,201 Rock Haven Rd Carrboro NC 27510,201,Rock Haven Road,Carrboro,North Carolina,United States,27510,"201, Rock Haven Road, Carrboro, Chapel Hill, Orange County, North Carolina, United States, 27510"
(919)929-2106,2017,681308,1709 High School Rd,Chapel Hill,NC,27516,P,0,0,,H,http://chhs.chccs.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,Y,,,,,Chapel Hill-Carrboro Schools,Chapel Hill High,State Of North Carolina,,1496,927,853,N,,35.943692,-79.078721,1709 High School Rd Chapel Hill NC 27516,1709,High School Road,Chapel Hill,North Carolina,United States,27516,"1709, High School Road, Chapel Hill, Chapel Hill, Orange County, North Carolina, United States, 27516"
(919)969-2482,2017,681314,500 Weaver Dairy Rd,Chapel Hill,NC,27514,P,0,0,,H,http://echhs.chccs.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,Y,,,,,Chapel Hill-Carrboro Schools,East Chapel Hill High,State Of North Carolina,,1362,927,853,N,,35.9605513,-79.0286605,500 Weaver Dairy Rd Chapel Hill NC 27514,500,Weaver Dairy Road,Chapel Hill,North Carolina,United States,27514,"500, Weaver Dairy Road, Chapel Hill, Chapel Hill, Orange County, North Carolina, United States, 27514, 1721"
(252)745-3151,2017,690320,601 Main Street,Bayboro,NC,28515,P,0,0,,H,http://pchs.pamlicoschools.org/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Pamlico County Schools,Pamlico County High,State Of North Carolina,,410,410,853,N,,35.1415602,-76.778686,601 Main Street Bayboro NC 28515,601,Main Street,Bayboro,North Carolina,United States,28515,"601, Main Street, Bayboro, 3, Pamlico County, North Carolina, United States, 28515, 9633"
(252)335-2932,2017,700317,963 Oak Stump Rd,Elizabeth City,NC,27909,P,0,0,,H,http://www.ecpps.k12.nc.us/northeastern-high-school,12-Sep,Regular School, Traditional Calendar,R,http://www.ecpps.k12.nc.us/srcwelcome/letter,Regular School,Traditional Calendar,,,,,,,Pasquotank County Schools,Northeastern High,State Of North Carolina,,776,774,853,N,,36.2860483,-76.2567873,963 Oak Stump Rd Elizabeth City NC 27909,963,Oak Stump Road,Elizabeth City,North Carolina,United States,27909,"963, Oak Stump Road, Elizabeth City, Mount Hermon, Pasquotank County, North Carolina, United States, 27909, 7611"
(252)337-6880,2017,700319,1064 Northside Road,Elizabeth City,NC,27909,P,0,0,,H,http://www.ecpps.k12.nc.us/pasquotank-county-high-school,12-Sep,Regular School, Traditional Calendar,R,http://www.ecpps.k12.nc.us/srcwelcome/letter,Regular School,Traditional Calendar,,,,,,,Pasquotank County Schools,Pasquotank County High,State Of North Carolina,,772,774,853,N,,36.3654528,-76.2735096,1064 Northside Road Elizabeth City NC 27909,1064,Northside Road,Elizabeth City,North Carolina,United States,27909,"1064, Northside Road, Elizabeth City, Providence, Pasquotank County, North Carolina, United States, 27909"
(910)602-6810,2017,710321,14328 NC Hwy 210,Rocky Point,NC,28457,P,0,0,,H,https://sites.google.com/a/pender.k12.nc.us/htshs/,12-Sep,Regular School, Traditional Calendar,R,https://docs.google.com/document/d/1yG8QAVOO05X6qQHq9d7TEXjgHIwDwzVoXDpG0Hf0XEk/edit?ts=59b2d3cb,Regular School,Traditional Calendar,,,,Y,,,Pender County Schools,Heide Trask High,State Of North Carolina,,739,770,853,Y,,34.4343921,-77.8896794,14328 NC Hwy 210 Rocky Point NC 28457,14328,North Carolina 210,Rocky Point,North Carolina,United States,28457,"14328, North Carolina 210, Rocky Point, Rocky Point, Pender County, North Carolina, United States, 28457, 7319"
